Chrom	Strand	Gene	Transcript	first_exon	last_exon	pos1	pos2
16	-	TMEM186	NM_015421	1	2	8889809	8891471
16	-	TMEM231	NM_001077418	1	7	75573892	75590107
16	-	TMEM8A	NM_021259	1	13	421987	431821
16	-	TNP2	NM_005425	1	2	11361853	11363119
16	-	TOX3	NM_001080430	1	7	52473137	52580635
16	-	TP53TG3B	NM_001205265	1	2	32686316	32687418
16	-	TP53TG3C	NM_001205260	1	2	32686316	32687418
16	-	TPPP3	NM_015964	2	4	67424077	67425014
16	-	TPSB2	NM_024164	2	7	1278650	1279952
16	-	TPSG1	NM_012467	1	6	1271788	1275252
16	-	TRADD	NM_003789	2	5	67188552	67190563
16	-	TRAP1	NM_016292	1	18	3708130	3767509
16	-	TUFM	NM_003321	1	10	28854296	28857590
16	-	TXNDC11	NM_015914	1	12	11773051	11836586
16	-	TXNL4B	NM_001142317	2	4	72120536	72124648
16	-	UMOD	NM_001008389	2	11	20344636	20362059
16	-	UNKL	NM_001193388	1	15	1416241	1464692
16	-	USP31	NM_020718	1	16	23079367	23160591
16	-	USP7	NM_003470	1	31	8987855	9057142
16	-	VAC14	NM_018052	1	19	70721831	70834803
16	-	VKORC1	NM_024006	1	3	31102455	31106050
16	-	VPS35	NM_018206	1	17	46694384	46723045
16	-	WDR24	NM_032259	1	9	734734	739640
16	-	WDR59	NM_030581	1	26	74908107	75018915
16	-	XPO6	NM_015171	1	24	28109859	28222689
16	-	XYLT1	NM_022166	1	12	17202552	17564653
16	-	YPEL3	NM_001145524	2	5	30104031	30106689
16	-	ZC3H7A	NM_014153	2	23	11845173	11876210
16	-	ZCCHC14	NM_015144	1	13	87443886	87525433
16	-	ZDHHC1	NM_013304	2	11	67428569	67441678
16	-	ZDHHC7	NM_001145548	3	9	85009949	85024224
16	-	ZFHX3	NM_006885	2	10	72821063	72994044
16	-	ZKSCAN2	NM_001012981	1	7	25251137	25268448
16	-	ZNF19	NM_006961	3	6	71509073	71516017
16	-	ZNF200	NM_198088	2	5	3273892	3283755
16	-	ZNF23	NM_145911	4	6	71481996	71487978
16	-	ZNF319	NM_020807	2	2	58030421	58032169
16	-	ZNF423	NM_015069	1	8	49525186	49856596
16	-	ZNF434	NM_017810	4	6	3432852	3440124
16	-	ZNF500	NM_021646	2	6	4802377	4815979
16	-	ZNF597	NM_152457	2	4	3486424	3493153
16	-	ZNF598	NM_178167	1	14	2048233	2059748
16	-	ZNF629	NM_001080417	2	3	30793039	30795803
16	-	ZNF668	NM_001172669	2	4	31072389	31075939
16	-	ZNF688	NM_001024683	1	3	30581237	30583596
16	-	ZNF689	NM_138447	1	3	30615585	30621362
16	-	ZNF747	NM_023931	1	2	30544380	30546000
16	-	ZNF764	NM_033410	1	3	30566515	30569503
16	-	ZNF768	NM_024671	1	2	30535838	30537734
16	-	ZNF785	NM_152458	1	3	30593881	30596932
16	-	ZNF821	NM_001201552	3	8	71893921	71913849
16	-	ZNF843	NM_001136509	2	2	31447124	31448170
16	-	ZP2	NM_003460	1	19	21208801	21222868
16	-	ZSCAN10	NM_032805	1	5	3139092	3142773
17	+	AANAT	NM_001088	2	4	74464829	74466052
17	+	AATF	NM_012138	1	12	35306426	35413964
17	+	ABCC3	NM_003786	1	31	48712298	48768561
17	+	ABI3	NM_016428	1	8	47288087	47300077
17	+	ACADVL	NM_000018	1	20	7123304	7128416
17	+	ACAP1	NM_014716	1	22	7240054	7254714
17	+	ACBD4	NM_001135705	2	10	43213512	43220938
17	+	ACE	NM_000789	1	25	61554456	61574727
17	+	ACSF2	NM_025149	1	16	48503623	48551913
17	+	ADAM11	NM_002390	1	27	42836568	42857122
17	+	ADAP2	NM_018404	1	11	29249033	29284887
17	+	ADORA2B	NM_000676	1	2	15848563	15878656
17	+	AFMID	NM_001010982	1	11	76183452	76203018
17	+	AKAP1	NM_003488	2	11	55182826	55197685
17	+	ALDH3A2	NM_001031806	1	10	19552285	19576547
17	+	ALKBH5	NM_017758	1	4	18087558	18111710
17	+	ALOX12	NM_000697	1	14	6899437	6913742
17	+	ALOX15B	NM_001141	1	14	7942474	7951883
17	+	AMZ2	NM_001033571	3	8	66246329	66253110
17	+	ANAPC11	NM_001002244	2	4	79852354	79857976
17	+	ANKFN1	NM_153228	1	17	54230871	54559908
17	+	ANKRD13B	NM_152345	1	15	27920640	27940600
17	+	AOC2	NM_009590	1	4	40996644	41002365
17	+	AOC3	NM_003734	1	4	41003361	41008567
17	+	AP2B1	NM_001030006	2	22	33921050	34050718
17	+	ARHGAP23	NM_001199417	1	24	36584730	36667208
17	+	ARHGAP44	NM_014859	1	21	12693156	12893488
17	+	ARHGEF15	NM_173728	2	16	8215358	8224311
17	+	ARL4D	NM_001661	2	2	41477101	41477706
17	+	ARMC7	NM_024585	1	3	73106384	73125133
17	+	ARRB2	NM_004313	1	15	4614017	4624334
17	+	ARSG	NM_014960	2	12	66303635	66416604
17	+	ASB16	NM_080863	1	5	42248158	42255758
17	+	ASPA	NM_000049	1	6	3379454	3402382
17	+	ASPSCR1	NM_001251888	1	17	79935523	79975198
17	+	ATAD5	NM_024857	1	23	29159366	29221931
17	+	ATP1B2	NM_001678	1	7	7554837	7559213
17	+	ATP5G1	NM_001002027	2	5	46970780	46973131
17	+	ATP6V0A1	NM_001130020	2	21	40612913	40673138
17	+	B4GALNT2	NM_153446	1	11	47210388	47247090
17	+	BAHCC1	NM_001080519	1	27	79373540	79430843
17	+	BAIAP2	NM_017451	1	15	79009055	79090105
17	+	BCAS3	NM_001099432	2	25	58756819	59469486
17	+	BCL6B	NM_181844	2	9	6926991	6930938
17	+	BHLHA9	NM_001164405	1	1	1173858	1174565
17	+	BIRC5	NM_001012271	1	5	76210398	76219635
17	+	BPTF	NM_182641	1	28	65821841	65978404
17	+	C17orf100	NM_001105520	1	1	6555234	6555589
17	+	C17orf104	NM_001145080	1	8	42733982	42751564
17	+	C17orf105	NM_001136483	1	5	41857831	41861261
17	+	C17orf107	NM_001145536	1	3	4803058	4803828
17	+	C17orf49	NM_001142798	1	6	6918177	6920640
17	+	C17orf50	NM_145272	1	3	34087961	34091637
17	+	C17orf53	NM_024032	1	10	42219511	42239300
17	+	C17orf64	NM_181707	1	6	58499954	58508627
17	+	C17orf72	NM_001191029	1	5	62075725	62079335
17	+	C17orf74	NM_175734	1	3	7329008	7330816
17	+	C17orf77	NM_152460	3	3	72588186	72588917
17	+	C17orf78	NM_173625	1	7	35733035	35748678
17	+	C17orf80	NM_017941	3	6	71231622	71243480
17	+	C17orf82	NM_203425	1	1	59489337	59490092
17	+	C17orf89	NM_001086521	1	3	79213164	79214816
17	+	C17orf97	NM_001013672	1	2	260134	263906
17	+	C17orf99	NM_001163075	1	5	76142489	76162127
17	+	C1QTNF1	NM_030968	2	4	77040051	77044170
17	+	CA4	NM_000717	1	8	58227396	58236785
17	+	CACNA1G	NM_018896	1	38	48638821	48704112
17	+	CACNG1	NM_000727	1	4	65040777	65052387
17	+	CACNG4	NM_014405	1	4	64961028	65027120
17	+	CACNG5	NM_145811	1	5	64873451	64881357
17	+	CALCOCO2	NM_005831	2	13	46919070	46940367
17	+	CARD14	NM_024110	2	21	78155238	78182144
17	+	CASC3	NM_007359	1	13	38296802	38325874
17	+	CBX2	NM_005189	1	5	77752035	77758841
17	+	CCDC103	NM_213607	2	4	42978367	42980185
17	+	CCDC137	NM_199287	1	6	79633797	79639734
17	+	CCDC144A	NM_014695	1	18	16593715	16676843
17	+	CCDC40	NM_017950	1	20	78010462	78073574
17	+	CCL11	NM_002986	1	3	32612828	32614709
17	+	CCL13	NM_005408	1	3	32683546	32685150
17	+	CCL18	NM_002988	1	3	34391703	34398401
17	+	CCL2	NM_002982	1	3	32582369	32583846
17	+	CCL4	NM_002984	1	3	34431299	34432705
17	+	CCL4L2	NM_207007	1	3	34538544	34539971
17	+	CCL7	NM_006273	1	3	32597310	32598821
17	+	CCL8	NM_005623	1	3	32646521	32647926
17	+	CD300A	NM_007261	1	7	72462843	72480265
17	+	CD300LG	NM_145273	1	7	41924585	41939279
17	+	CD68	NM_001251	1	6	7482996	7484829
17	+	CDC6	NM_001254	2	12	38445673	38458253
17	+	CDK12	NM_016507	1	14	37618325	37687569
17	+	CDK3	NM_001258	2	8	73997507	74001504
17	+	CDK5R1	NM_003885	2	2	30814639	30815562
17	+	CDK5RAP3	NM_176096	1	14	46048513	46058868
17	+	CDR2L	NM_014603	1	5	72984139	73000169
17	+	CDRT15L2	NM_001190790	1	2	20483057	20484042
17	+	CEP95	NM_138363	1	20	62503216	62533897
17	+	CHD3	NM_001005271	1	40	7788125	7814903
17	+	CHMP6	NM_024591	1	8	78965719	78972953
17	+	CHRNB1	NM_000747	1	11	7348447	7360042
17	+	CISD3	NM_001136498	1	4	36886612	36889708
17	+	CLTC	NM_004859	1	32	57697493	57771213
17	+	CNP	NM_033133	1	4	40118903	40125942
17	+	CNTD1	NM_173478	1	7	40951086	40961553
17	+	CNTNAP1	NM_003632	1	24	40834848	40850928
17	+	CNTROB	NM_001037144	1	19	7836398	7852828
17	+	COASY	NM_001042532	2	11	40714430	40717986
17	+	COG1	NM_018714	1	14	71189209	71204590
17	+	COX10	NM_001303	1	7	13972923	14110530
17	+	CPD	NM_001304	1	21	28705999	28791832
17	+	CRHR1	NM_004382	1	13	43861911	43912130
17	+	CRYBA1	NM_005208	1	6	27573882	27581367
17	+	CSF3	NM_000759	1	5	38171728	38173212
17	+	CTNS	NM_001031681	3	13	3543501	3564028
17	+	CYB5D1	NM_144607	1	4	7761453	7762930
17	+	CYB5D2	NM_144611	1	4	4047050	4060376
17	+	DBF4B	NM_145663	1	14	42786189	42828621
17	+	DCAF7	NM_005828	1	8	61628039	61666534
17	+	DDX42	NM_203499	2	18	61864410	61895758
17	+	DGKE	NM_003647	2	12	54912157	54940152
17	+	DHRS11	NM_024308	1	7	34948440	34956632
17	+	DHRS7B	NM_015510	1	7	21030285	21094466
17	+	DHX40	NM_024612	1	18	57643033	57684533
17	+	DHX8	NM_004941	1	23	41561406	41601215
17	+	DLX4	NM_138281	1	3	48046833	48051307
17	+	DNAH2	NM_020877	1	85	7623053	7736851
17	+	DNAH9	NM_001372	1	69	11501816	11872844
17	+	DNAI2	NM_023036	2	13	72277957	72310355
17	+	DPH1	NM_001383	1	12	1933449	1945151
17	+	DRG2	NM_001388	1	13	17991338	18010554
17	+	DUSP14	NM_007026	3	3	35872375	35872971
17	+	DYNLL2	NM_080677	2	3	56164452	56166640
17	+	EFCAB3	NM_001144933	1	12	60447650	60493690
17	+	EFCAB5	NM_198529	1	23	28268815	28435042
17	+	EFNB3	NM_001406	1	5	7608917	7612894
17	+	EIF1	NM_005801	1	4	39845291	39847078
17	+	EIF4A1	NM_001204510	1	11	7476160	7481689
17	+	EIF5A	NM_001143760	1	5	7210366	7214959
17	+	EME1	NM_152463	2	9	48452570	48458300
17	+	ENDOV	NM_173627	1	10	78388995	78409943
17	+	ENGASE	NM_001042573	1	14	77071027	77082431
17	+	ENO3	NM_053013	2	12	4855125	4860342
17	+	ENPP7	NM_178543	1	5	77704902	77711845
17	+	EPN2	NM_014964	3	11	19186433	19237567
17	+	EPN3	NM_017957	2	10	48613918	48619518
17	+	EPX	NM_000502	1	12	56270208	56281784
17	+	ERAL1	NM_005702	1	10	27182053	27187571
17	+	ERBB2	NM_004448	1	27	37856492	37884297
17	+	EVPLL	NM_001145127	2	10	18284252	18291562
17	+	FAM100B	NM_182565	1	3	74261587	74266586
17	+	FAM18B1	NM_016078	1	7	18684607	18708880
17	+	FAM57A	NM_024792	1	5	635888	644810
17	+	FAM64A	NM_001195228	2	5	6348431	6353742
17	+	FBXO39	NM_153230	2	4	6683188	6690747
17	+	FGF11	NM_004112	1	5	7342940	7346465
17	+	FKBP10	NM_021939	1	10	39969287	39978660
17	+	FLJ45513	NM_001242791	2	3	47923567	47924649
17	+	FMNL1	NM_005892	1	26	43299492	43323963
17	+	FN3K	NM_022158	1	6	80693513	80708631
17	+	FN3KRP	NM_024619	1	6	80674632	80685047
17	+	FNDC8	NM_017559	1	4	33448713	33457453
17	+	FOXK2	NM_004514	1	9	80477765	80559375
17	+	FOXN1	NM_003593	1	8	26850988	26864454
17	+	FSCN2	NM_012418	1	5	79495558	79504106
17	+	FZD2	NM_001466	1	1	42635057	42636754
17	+	G6PC	NM_000151	1	5	41052894	41063443
17	+	G6PC3	NM_138387	1	6	42148334	42153411
17	+	GAA	NM_001079804	2	20	78078386	78093130
17	+	GALR2	NM_003857	1	2	74070965	74073512
17	+	GAST	NM_000805	2	3	39871689	39872124
17	+	GCGR	NM_000160	2	14	79766895	79771565
17	+	GDPD1	NM_182569	1	10	57297971	57351134
17	+	GGNBP2	NM_024835	2	14	34901574	34945841
17	+	GLP2R	NM_004246	1	13	9729381	9793022
17	+	GLTPD2	NM_001014985	1	4	4692307	4693591
17	+	GOSR1	NM_004871	1	9	28804452	28849396
17	+	GOSR2	NM_004287	1	6	45000559	45016126
17	+	GP1BA	NM_000173	2	2	4835900	4837858
17	+	GPR142	NM_181790	1	4	72363645	72368739
17	+	GPRC5C	NM_018653	1	4	72429893	72443167
17	+	GPS1	NM_004127	1	13	80009808	80015003
17	+	GRAPL	NM_001129778	1	4	19030933	19061689
17	+	GRB7	NM_005310	2	15	37898555	37903150
17	+	GRN	NM_002087	2	13	42426533	42430166
17	+	GSDMA	NM_178171	2	12	38121941	38133311
17	+	GSG2	NM_031965	1	1	3627230	3629626
17	+	GUCY2D	NM_000180	2	19	7906366	7919848
17	+	HEXDC	NM_173620	2	12	80377676	80400468
17	+	HEXIM1	NM_006460	1	1	43226558	43227637
17	+	HEXIM2	NM_144608	3	4	43240161	43247176
17	+	HGS	NM_004712	1	22	79651097	79668648
17	+	HIC1	NM_001098202	1	2	1959604	1962129
17	+	HIGD1B	NM_016438	1	3	42925521	42927764
17	+	HLF	NM_002126	1	4	53342846	53398240
17	+	HS3ST3B1	NM_006041	1	2	14204836	14248963
17	+	HSD17B1	NM_000413	1	6	40704952	40706956
17	+	HSPB9	NM_033194	1	1	40274869	40275348
17	+	ICT1	NM_001545	1	6	73008782	73017100
17	+	IFI35	NM_005533	1	7	41158965	41166316
17	+	IGF2BP1	NM_006546	1	15	47075108	47126806
17	+	IGFBP4	NM_001552	1	4	38599988	38612835
17	+	ITGA3	NM_005501	1	25	48133804	48166629
17	+	ITGB3	NM_000212	1	15	45331228	45387570
17	+	ITGB4	NM_000213	2	40	73720784	73753636
17	+	KAT7	NM_007067	1	15	47866197	47904864
17	+	KCNH6	NM_030779	1	14	61600775	61623263
17	+	KCNJ16	NM_170741	4	4	68128229	68129485
17	+	KCNJ18	NM_001194958	3	3	21318655	21319956
17	+	KCNJ2	NM_000891	2	2	68171181	68172464
17	+	KCTD11	NM_001002914	1	1	7256262	7256960
17	+	KCTD2	NM_015353	1	6	73043346	73059142
17	+	KDM6B	NM_001080424	4	22	7748873	7756839
17	+	KIAA0195	NM_014738	2	32	73467987	73495415
17	+	KIF19	NM_153209	1	20	72322489	72351451
17	+	KIF1C	NM_006612	3	23	4903542	4927446
17	+	KIF2B	NM_032559	1	1	51900395	51902416
17	+	KLHL10	NM_152467	1	5	39994185	40004559
17	+	KPNA2	NM_002266	2	11	66033249	66042712
17	+	KPNB1	NM_002265	1	22	45727611	45759770
17	+	KRTAP4-7	NM_033061	1	1	39240459	39240926
17	+	KRTAP4-9	NM_001146041	1	1	39261641	39262273
17	+	KRTAP9-1	NM_001190460	1	1	39346139	39346891
17	+	KRTAP9-2	NM_031961	1	1	39382907	39383431
17	+	KRTAP9-3	NM_031962	1	1	39388754	39389233
17	+	KRTAP9-4	NM_033191	1	1	39405973	39406437
17	+	KRTAP9-8	NM_031963	1	1	39394304	39394783
17	+	KRTAP9-9	NM_030975	1	1	39411638	39412147
17	+	KSR1	NM_014238	4	21	25904557	25948961
17	+	LASP1	NM_006148	1	7	37026443	37075031
17	+	LGALS9	NM_009587	1	11	25958292	25976008
17	+	LGALS9C	NM_001040078	1	11	18380169	18397681
17	+	LHX1	NM_005568	1	5	35295495	35300428
17	+	LIG3	NM_013975	2	20	33310025	33331525
17	+	LLGL1	NM_004140	1	22	18128997	18146135
17	+	LLGL2	NM_001031803	2	26	73539508	73570959
17	+	LOC100506388	NM_001242780	1	3	181349	182999
17	+	LPO	NM_006151	2	13	56320341	56345355
17	+	LRRC37A	NM_014834	1	14	44372500	44415089
17	+	LRRC37A2	NM_001006607	1	14	44590079	44632945
17	+	LRRC37B	NM_052888	1	12	30348166	30380347
17	+	LRRC3C	NM_001195545	1	2	38097777	38100987
17	+	LRRC45	NM_144999	1	17	79981520	79988681
17	+	LRRC46	NM_033413	1	8	45909356	45914486
17	+	LRRC48	NM_031294	3	14	17880913	17919985
17	+	LUC7L3	NM_016424	1	10	48797094	48828022
17	+	MAP2K3	NM_145109	1	12	21188233	21217542
17	+	MAP2K4	NM_003010	1	11	11924204	12044577
17	+	MAP2K6	NM_002758	1	12	67411126	67537894
17	+	MAP3K3	NM_002401	1	16	61700120	61771137
17	+	MAPK7	NM_002749	2	7	19282214	19286544
17	+	MAPT	NM_001123066	2	15	44039704	44101537
17	+	MED11	NM_001001683	1	3	4634785	4636482
17	+	MED9	NM_018019	1	2	17380356	17394809
17	+	METRNL	NM_001004431	1	4	81037692	81052320
17	+	METTL23	NM_001206984	2	5	74725793	74729768
17	+	METTL2A	NM_181725	1	9	60501264	60526090
17	+	MFSD11	NM_001242532	1	13	74734435	74774434
17	+	MGAT5B	NM_144677	1	17	74865112	74944920
17	+	MINK1	NM_153827	1	32	4736879	4800582
17	+	MIS12	NM_024039	3	3	5392183	5392800
17	+	MLLT6	NM_005937	1	20	36861886	36881851
17	+	MLX	NM_170607	1	8	40719143	40723621
17	+	MPDU1	NM_004870	1	7	7487181	7490869
17	+	MRC2	NM_006039	1	30	60705164	60769812
17	+	MRM1	NM_024864	1	5	34958240	34964851
17	+	MRPL45	NM_032351	1	8	36453150	36478478
17	+	MRPS7	NM_015971	1	5	73257982	73262004
17	+	MSI2	NM_138962	1	13	55334104	55754389
17	+	MSL1	NM_001012241	3	10	38282457	38290622
17	+	MTRNR2L1	NM_001190452	1	1	22023388	22023462
17	+	MYCBPAP	NM_032133	1	19	48585907	48608789
17	+	MYL4	NM_001002841	2	7	45286789	45300408
17	+	MYO15A	NM_016239	2	65	18022115	18082184
17	+	MYOCD	NM_153604	1	13	12569506	12666961
17	+	NAGLU	NM_000263	1	6	40688291	40696256
17	+	NAGS	NM_153006	1	7	42082032	42085969
17	+	NARF	NM_012336	1	11	80416680	80446033
17	+	NBR1	NM_005899	2	21	41327817	41362093
17	+	NDEL1	NM_030808	2	9	8347590	8370341
17	+	NEK8	NM_178170	1	15	27055832	27069005
17	+	NF1	NM_001042492	1	58	29422328	29701173
17	+	NFE2L1	NM_003204	2	6	46128481	46137003
17	+	NGFR	NM_002507	1	6	47572780	47590371
17	+	NKIRAS2	NM_001144927	2	4	40173596	40175911
17	+	NLGN2	NM_020795	1	7	7311575	7321118
17	+	NLK	NM_016231	1	11	26369900	26521662
17	+	NME1-NME2	NM_001018136	2	8	49233016	49248965
17	+	NMT1	NM_021079	1	12	43138698	43183007
17	+	NOG	NM_005450	1	1	54671585	54672283
17	+	NOL11	NM_015462	1	18	65714064	65739975
17	+	NPB	NM_148896	1	2	79860154	79860624
17	+	NPEPPS	NM_006310	1	23	45608667	45699286
17	+	NSF	NM_006178	1	21	44668142	44833189
17	+	NSRP1	NM_032141	1	7	28443862	28512692
17	+	NT5M	NM_020201	1	5	17206865	17250261
17	+	NTN1	NM_004822	2	7	8925691	9143285
17	+	NUP85	NM_024844	1	19	73201857	73231774
17	+	NXPH3	NM_007225	1	2	47653582	47656662
17	+	ODF4	NM_153007	1	3	8243370	8249170
17	+	OR1A1	NM_014565	1	1	3118915	3119844
17	+	OR1A2	NM_012352	1	1	3100813	3101742
17	+	OR3A3	NM_012373	1	1	3323862	3324827
17	+	OR4D1	NM_012374	1	1	56232515	56233447
17	+	OR4D2	NM_001004707	1	1	56247017	56247940
17	+	OTOP2	NM_178160	2	7	72920728	72929640
17	+	OTOP3	NM_178233	1	7	72931897	72945511
17	+	OVCA2	NM_080822	1	2	1945342	1946398
17	+	PAFAH1B1	NM_000430	2	11	2541583	2585096
17	+	PCTP	NM_021213	1	6	53828465	53853461
17	+	PDK2	NM_002611	1	11	48172800	48187461
17	+	PFAS	NM_012393	2	28	8157256	8172582
17	+	PGS1	NM_024419	1	9	76374747	76415746
17	+	PIGL	NM_004278	1	7	16120541	16229212
17	+	PIGW	NM_178517	2	2	34892951	34894465
17	+	PIPOX	NM_016518	1	8	27370244	27383323
17	+	PITPNC1	NM_012417	1	9	65374271	65689004
17	+	PLD2	NM_002663	2	25	4711068	4726159
17	+	PNMT	NM_002686	1	3	37824729	37826642
17	+	PNPO	NM_018129	1	7	46019042	46024148
17	+	POLR2A	NM_000937	1	29	7388084	7417496
17	+	PPM1D	NM_003620	1	6	58677776	58740913
17	+	PPM1E	NM_014906	1	7	56833359	57058392
17	+	PPP1R1B	NM_032192	1	7	37783646	37792118
17	+	PRCD	NM_001077620	1	3	74536224	74538656
17	+	PRKAR1A	NM_212471	2	11	66511541	66526590
17	+	PRKCA	NM_002737	1	17	64298970	64800155
17	+	PRPSAP2	NM_002767	3	12	18769147	18834011
17	+	PRR11	NM_018304	2	10	57247114	57278992
17	+	PSMB3	NM_002795	1	6	36909080	36920420
17	+	PSMB6	NM_002798	1	6	4699490	4701717
17	+	PSMC5	NM_002805	1	12	61904851	61909329
17	+	PSMD11	NM_002815	1	13	30771542	30807649
17	+	PSMD3	NM_002809	1	12	38137224	38153834
17	+	PSME3	NM_005789	1	11	40985649	40993595
17	+	RAB11FIP4	NM_032932	1	15	29718871	29858750
17	+	RAB37	NM_001006638	1	9	72733412	72741550
17	+	RABEP1	NM_004703	1	18	5185782	5286518
17	+	RAC3	NM_005052	1	6	79989638	79991705
17	+	RAD51C	NM_058216	1	9	56770005	56811583
17	+	RAI1	NM_030665	3	6	17696263	17713295
17	+	RAMP2	NM_005854	1	4	40913280	40914870
17	+	RANGRF	NM_016492	1	5	8192107	8193254
17	+	RAP1GAP2	NM_015085	1	24	2699822	2935713
17	+	RAPGEFL1	NM_016339	3	15	38340485	38350040
17	+	RARA	NM_000964	2	9	38487471	38512478
17	+	RASL10B	NM_033315	2	4	34062204	34068324
17	+	RGS9	NM_003835	1	19	63133659	63223525
17	+	RHBDL3	NM_138328	1	9	30593209	30648248
17	+	RHOT1	NM_001033568	1	21	30469712	30551752
17	+	RNASEK	NM_001004333	1	3	6915886	6917605
17	+	RND2	NM_005440	1	5	41177365	41180697
17	+	RNF112	NM_007148	1	14	19314722	19319488
17	+	RNF135	NM_032322	1	5	29298092	29326209
17	+	RNF167	NM_015528	2	10	4844205	4848311
17	+	RNMTL1	NM_018146	1	4	685619	695309
17	+	RPA1	NM_002945	1	17	1733388	1800469
17	+	RPAIN	NM_001160243	1	6	5323531	5331597
17	+	RPL19	NM_000981	1	6	37356598	37360901
17	+	RPL23A	NM_000984	1	5	27047024	27050899
17	+	RPL27	NM_000988	2	5	41150768	41154937
17	+	RPL38	NM_001035258	2	5	72200095	72205968
17	+	RPS6KB1	NM_003161	1	15	57970546	58024149
17	+	RPTOR	NM_020761	1	34	78519430	78938130
17	+	RSAD1	NM_018346	1	9	48556246	48562222
17	+	RUNDC1	NM_173079	1	5	41132594	41143733
17	+	RUNDC3A	NM_001144825	1	11	42386201	42395606
17	+	SAP30BP	NM_013260	1	11	73663453	73702601
17	+	SARM1	NM_015077	1	10	26699054	26723305
17	+	SCPEP1	NM_021626	1	13	55055521	55083596
17	+	SEC14L1	NM_003003	3	17	75139679	75210105
17	+	SENP3	NM_015670	2	12	7466394	7474801
17	+	SEPT9	NM_001113491	1	12	75277618	75494740
17	+	SERPINF1	NM_002615	2	8	1670205	1680740
17	+	SERPINF2	NM_000934	2	10	1648290	1657828
17	+	SGCA	NM_000023	1	9	48243402	48252798
17	+	SGSM2	NM_014853	1	24	2240983	2282814
17	+	SHBG	NM_001040	1	8	7533491	7536670
17	+	SHISA6	NM_207386	1	6	11144740	11461621
17	+	SLC13A2	NM_001145975	1	12	26800731	26824287
17	+	SLC16A13	NM_201566	1	4	6939702	6943281
17	+	SLC16A3	NM_001206950	2	5	80193885	80196852
17	+	SLC16A5	NM_004695	3	7	73089732	73102128
17	+	SLC25A10	NM_012140	1	11	79679457	79687107
17	+	SLC26A11	NM_001166348	2	17	78195360	78226515
17	+	SLC2A4	NM_001042	1	11	7185254	7189948
17	+	SLC35G6	NM_001102614	1	2	7384836	7386320
17	+	SLC47A1	NM_018242	1	17	19437253	19480866
17	+	SLC5A10	NM_001042450	1	15	18855519	18923744
17	+	SLC9A3R1	NM_004252	1	6	72744986	72764795
17	+	SLFN5	NM_144975	2	5	33585710	33592907
17	+	SMCR7	NM_148886	1	4	18164450	18168078
17	+	SMCR8	NM_144775	1	2	18219104	18226384
17	+	SMCR9	NM_001243312	1	3	17322658	17326728
17	+	SMG8	NM_018149	1	4	57287413	57292363
17	+	SMTNL2	NM_001114974	1	8	4487901	4510782
17	+	SNX11	NM_013323	2	7	46189406	46198870
17	+	SOCS7	NM_014598	1	9	36508128	36552221
17	+	SOX9	NM_000346	1	3	70117533	70120528
17	+	SP2	NM_003110	1	7	45973653	46005190
17	+	SPACA3	NM_173847	1	5	31318957	31324796
17	+	SPATA20	NM_022827	1	17	48624570	48633023
17	+	SPECC1	NM_001243439	2	15	19999965	20217378
17	+	SPEM1	NM_199339	1	3	7323704	7324924
17	+	SPHK1	NM_182965	1	6	74381187	74383667
17	+	SPNS2	NM_001124758	1	12	4402343	4440237
17	+	SPNS3	NM_182538	1	12	4337263	4391189
17	+	SRR	NM_021947	2	8	2218855	2227167
17	+	SSTR2	NM_001050	2	2	71165459	71166568
17	+	STARD3	NM_006804	2	15	37809785	37819161
17	+	STAT5A	NM_003152	3	20	40441430	40462687
17	+	STH	NM_001007532	1	1	44076646	44077032
17	+	STXBP4	NM_178509	3	18	53063581	53237272
17	+	SUPT6H	NM_003170	2	37	27000420	27028643
17	+	SUZ12	NM_015355	1	16	30264266	30326022
17	+	SYNGR2	NM_004710	1	4	76164698	76168017
17	+	TACO1	NM_016360	1	5	61678443	61685362
17	+	TADA2A	NM_001166105	2	16	35771453	35837087
17	+	TAF15	NM_139215	1	16	34136574	34173949
17	+	TANC2	NM_025185	1	25	61086921	61499316
17	+	TAOK1	NM_020791	2	20	27778567	27870040
17	+	TBC1D26	NM_178571	3	11	15638663	15645342
17	+	TBC1D29	NM_015594	1	5	28886733	28890443
17	+	TBC1D3	NM_001123391	2	14	36285545	36294600
17	+	TBC1D3F	NM_032258	2	14	36285545	36294600
17	+	TBCD	NM_005993	1	39	80710070	80900339
17	+	TBKBP1	NM_014726	1	9	45773479	45787992
17	+	TBX2	NM_005994	1	7	59477538	59485867
17	+	TBX21	NM_013351	1	6	45810821	45822732
17	+	TBX4	NM_018488	1	8	59533852	59560877
17	+	TCAP	NM_003673	1	2	37821613	37822362
17	+	TEX19	NM_207459	2	2	80320027	80320521
17	+	THRA	NM_003250	2	10	38230742	38249635
17	+	TIMM22	NM_013337	1	4	900383	904328
17	+	TLK2	NM_006852	2	22	60558487	60689926
17	+	TM4SF5	NM_003963	1	5	4675218	4686423
17	+	TMC8	NM_152468	2	16	76127670	76137193
17	+	TMEM102	NM_178518	2	3	7339191	7340825
17	+	TMEM104	NM_017728	2	10	72773470	72832826
17	+	TMEM106A	NM_145041	3	9	41365061	41369820
17	+	TMEM132E	NM_207313	1	10	32908096	32965251
17	+	TMEM199	NM_152464	1	6	26684694	26688274
