stable_id	display_label
ENST00000481195	NM_002715.2
ENST00000378043	NM_004183.3
ENST00000405348	NM_001172897.1
ENST00000405348	NM_001172895.1
ENST00000319080	NM_014938.4_dupl16
ENST00000306306	NM_025232.2
ENST00000265686	NM_006019.3
ENST00000344773	NM_004899.4
ENST00000393467	NM_001172896.1
ENST00000265421	NM_002690.2
ENST00000426052	NM_001145098.2
ENST00000398786	NM_001168390.1
ENST00000441508	NM_001164375.2
ENST00000532635	NM_006053.3
ENST00000215739	NM_006767.3
ENST00000379388	NM_002114.2
ENST00000379624	NM_001261840.1
ENST00000379624	NM_199191.2
ENST00000515604	NM_001242939.1
ENST00000309784	NM_173084.2
ENST00000393708	NM_001031734.2
ENST00000223369	NM_006555.3
ENST00000342045	NM_199194.2
ENST00000458537	NM_001248008.1
ENST00000458537	NM_001145097.2
ENST00000458537	NM_005414.4
ENST00000216862	NM_000782.4
ENST00000355854	NM_030925.2
ENST00000355854	NM_001287339.1
ENST00000355854	NM_001287338.1
ENST00000355854	NM_001287337.1
ENST00000296824	NM_145265.2
ENST00000379632	NM_199193.2
ENST00000361704	NM_199192.2
ENST00000395955	NM_001128915.1
ENST00000332822	NM_005450.4
ENST00000409308	NM_001079670.1
ENST00000426559	NM_001145454.1
ENST00000398514	NM_001387.2
ENST00000237642	NM_003943.4
ENST00000371244	NM_006252.3
ENST00000409150	NM_001142645.1
ENST00000455785	NM_005563.3
ENST00000455785	NM_203399.1
ENST00000343218	NM_001197294.1
ENST00000397124	NM_001199174.1
ENST00000341074	NM_002974.2
ENST00000322157	NM_006310.3
ENST00000300853	NM_001983.3
ENST00000270162	NM_173354.3
ENST00000264638	NM_003632.2
ENST00000324545	NM_001039590.2
ENST00000324545	NM_001039591.2
ENST00000355537	NM_014717.1
ENST00000340192	NM_001166049.1
ENST00000253686	NM_022497.3
ENST00000449131	NM_001139443.1
ENST00000399728	NM_203401.1
ENST00000222390	NM_000601.4
ENST00000013807	NM_202001.2
ENST00000250018	NM_004179.2
ENST00000457544	NM_001010932.1
ENST00000216122	NM_006739.3
ENST00000234800	NM_001110781.1
ENST00000261267	NM_000239.2
ENST00000264694	NM_031953.2
ENST00000240587	NM_020856.2
ENST00000444829	NM_001010931.1
ENST00000444829	NM_001010933.1
ENST00000369144	NM_003750.2
ENST00000304672	NM_001243168.1
ENST00000304672	NM_138296.2
ENST00000328540	NM_182563.3
ENST00000394957	NM_022153.1
ENST00000441198	NM_001243169.1
ENST00000446507	NM_001243170.1
ENST00000318203	NM_152677.2
ENST00000343433	NM_001004303.4
ENST00000423064	NM_001010934.1
ENST00000377759	NM_014426.2
ENST00000261326	NM_017947.2
ENST00000247933	NM_000203.3
ENST00000601064	NM_001270938.1
ENST00000333503	NM_001042371.2
ENST00000377768	NM_152227.1
ENST00000291560	NM_007031.1
ENST00000340415	NM_175738.4
ENST00000368990	NM_001001974.2
ENST00000260867	NM_006327.3
ENST00000357749	NM_000390.2
ENST00000321760	NM_173846.4
ENST00000540180	NM_001130148.1
ENST00000273064	NM_005444.2
ENST00000333127	NM_203424.1
ENST00000302418	NM_004521.2
ENST00000329293	NM_198474.3
ENST00000216127	NM_014310.3
ENST00000356715	NM_138347.4
ENST00000358786	NM_001145414.1
ENST00000446461	NM_001145059.1
ENST00000261263	NM_014999.2
ENST00000433307	NM_021622.4
ENST00000295701	NM_001271635.1
ENST00000369609	NM_001099856.2
ENST00000374749	NM_003591.3
ENST00000311921	NM_014910.4
ENST00000311921	NM_001136156.1
ENST00000538022	NM_001195608.1
ENST00000374751	NM_001198777.1
ENST00000509807	NM_001271634.1
ENST00000504686	NM_006607.2
ENST00000301180	NM_173602.2
ENST00000374282	NM_000437.3
ENST00000369606	NM_001099857.1
ENST00000356493	NM_013442.1
ENST00000356493	NM_001287032.1
ENST00000229402	NM_002258.2
ENST00000317257	NM_031915.2
ENST00000251481	NM_001056.3
ENST00000239830	NM_032358.3
ENST00000426889	NM_001085384.1
ENST00000354234	NM_001160308.1
ENST00000341012	NM_001077366.1
ENST00000452248	NM_001287031.1
ENST00000247843	NM_006530.2
ENST00000412006	NM_001130146.1
ENST00000388914	NM_001042784.1
ENST00000371419	NM_002623.3
ENST00000326853	NM_176825.2
ENST00000409295	NM_001282949.1
ENST00000369602	NM_001145255.1
ENST00000310914	NM_152397.2
ENST00000296870	NM_000588.3
ENST00000543610	NM_001014979.2
ENST00000409091	NM_001282952.1
ENST00000537177	NM_001198779.1
ENST00000537177	NM_001198778.1
ENST00000422000	NM_001130147.1
ENST00000545825	NM_001195620.1
ENST00000369601	NM_003639.3
ENST00000361483	NM_001177996.1
ENST00000361249	NM_000562.2
ENST00000064724	NM_005602.5
ENST00000575658	NM_001085430.2
ENST00000392614	NM_001163989.1
ENST00000372228	NM_007171.3
ENST00000261438	NM_016531.5
ENST00000392613	NM_001006638.2
ENST00000402686	NM_001077365.1
ENST00000397326	NM_005368.2
ENST00000317398	NM_024833.2
ENST00000392612	NM_001163990.1
ENST00000290541	NM_002796.2
ENST00000392658	NM_001177997.1
ENST00000392658	NM_144671.4
ENST00000393791	NM_032496.2
ENST00000300013	NM_138421.2
ENST00000350033	NM_022730.1
ENST00000448464	NM_001135733.1
ENST00000359787	NM_203377.1
ENST00000263966	NM_003940.2
ENST00000397328	NM_203378.1
ENST00000510644	NM_001004356.2
ENST00000372836	NM_006586.3
ENST00000342697	NM_033285.3
ENST00000423007	NM_001136113.1
ENST00000340648	NM_015056.2
ENST00000317178	NM_173632.3
ENST00000372113	NM_001017924.2
ENST00000425687	NM_001166254.1
ENST00000538192	NM_001284223.1
ENST00000264748	NM_021923.3
ENST00000264748	NM_001004358.1
ENST00000315367	NM_024613.3
ENST00000409652	NM_030641.3
ENST00000301727	NM_004424.3
ENST00000320172	NM_017633.2
ENST00000565090	NM_001288778.1
ENST00000564139	NM_001288776.1
ENST00000281382	NM_002643.3
ENST00000264932	NM_004168.2
ENST00000296871	NM_000758.3
ENST00000391702	NM_001204814.1
ENST00000349155	NM_005996.3
ENST00000342907	NM_006927.3
ENST00000424809	NM_001080157.1
ENST00000426950	NM_001164471.1
ENST00000404875	NM_001136114.1
ENST00000249044	NM_030642.1
ENST00000286688	NM_177965.3
ENST00000373608	NM_001282950.1
ENST00000399959	NM_001193417.1
ENST00000399959	NM_001356.3
ENST00000399959	NM_001193416.1
ENST00000375445	NM_001159736.1
ENST00000300283	NM_020990.3
ENST00000257566	NM_016569.3
ENST00000293677	NM_133452.2
ENST00000372105	NM_015613.2
ENST00000396154	NM_017652.3
ENST00000273783	NM_003907.2
ENST00000261340	NM_001004419.4
ENST00000396150	NM_001077426.2
ENST00000334256	NM_002268.4
ENST00000260210	NM_032725.3
ENST00000290855	NM_013269.5
ENST00000284061	NM_003647.2
ENST00000457095	NM_144968.3
ENST00000287020	NM_001001557.2
ENST00000306465	NM_173074.2
ENST00000510708	NM_173666.2
ENST00000371237	NM_000066.3
ENST00000262593	NM_018431.3
ENST00000221403	NM_014475.3
ENST00000360409	NM_003872.2
ENST00000360409	NM_201266.1
ENST00000360409	NM_201279.1
ENST00000366923	NM_004446.2
ENST00000545918	NM_001197319.2
ENST00000543300	NM_001197318.2
ENST00000375327	NM_001031745.3
ENST00000452533	NM_012062.4
ENST00000452533	NM_012063.3
ENST00000260641	NM_005722.3
ENST00000261339	NM_001197317.2
ENST00000327441	NM_138731.6
ENST00000327441	NM_001195297.1
ENST00000327441	NM_001195296.1
ENST00000434704	NM_005220.2
ENST00000414955	NM_001267053.2
ENST00000253699	NM_022340.2
ENST00000543257	NM_001278543.1
ENST00000377982	NM_001005386.2
ENST00000535057	NM_001278544.1
ENST00000553257	NM_001278464.1
ENST00000374280	NM_004455.2
ENST00000320700	NM_001374.2
ENST00000293272	NM_002985.2
ENST00000322813	NM_025182.2
ENST00000469372	NM_001282457.1
ENST00000430041	NM_001080156.1
ENST00000373131	NM_001139514.1
ENST00000328559	NM_018409.3
ENST00000342595	NM_022567.2
ENST00000391191	NR_003047.1
ENST00000378319	NM_001040443.1
ENST00000359452	NM_002921.3
ENST00000359452	NM_001012720.1
ENST00000544088	NM_080475.2
ENST00000459623	NR_003687.1
ENST00000357118	NM_201267.1
ENST00000391150	NR_003057.1
ENST00000450993	NM_032726.3
ENST00000373125	NM_053281.3
ENST00000382951	NM_001012264.3
ENST00000287022	NM_006294.4
ENST00000287022	NM_001199975.2
ENST00000377016	NM_021904.2
ENST00000508860	NM_001139515.1
ENST00000503771	NM_015444.2
ENST00000338983	NM_133646.2
ENST00000266481	NM_005690.4
ENST00000273550	NM_002032.2
ENST00000272849	NM_018534.3
ENST00000322954	NM_018003.2
ENST00000298690	NM_032572.3
ENST00000379983	NM_001008224.1
ENST00000375213	NM_016653.2
ENST00000287721	NM_001243721.1
ENST00000377012	NM_021903.2
ENST00000518406	NM_001254752.1
ENST00000306317	NM_139278.2
ENST00000263552	NM_001130966.2
ENST00000358110	NM_001012722.1
ENST00000308227	NM_138331.1
ENST00000342179	NM_207325.2
ENST00000416849	NM_001166253.1
ENST00000436047	NM_001061.4
ENST00000064571	NM_080617.5
ENST00000257209	NM_025135.2
ENST00000414508	NM_030984.3
ENST00000452323	NM_001178063.1
ENST00000357596	NM_001040444.1
ENST00000232888	NM_004704.4
ENST00000345358	NM_138764.4
ENST00000345358	NM_138761.3
ENST00000372208	NM_001135954.1
ENST00000308973	NM_030956.3
ENST00000308973	NM_001195107.1
ENST00000308973	NM_001017388.2
ENST00000337386	NM_005966.3
ENST00000372215	NM_031432.2
ENST00000372215	NM_001261450.1
ENST00000372215	NM_001261451.1
ENST00000590592	NM_001281740.1
ENST00000377034	NM_001470.2
ENST00000257868	NM_005811.3
ENST00000359247	NM_001281739.1
ENST00000229795	NM_001315.2
ENST00000335174	NM_181726.2
ENST00000392250	NM_001172774.1
ENST00000355117	NM_201264.1
ENST00000243911	NM_019888.3
ENST00000341259	NM_005475.2
ENST00000291565	NM_003681.4
ENST00000273390	NM_033364.3
ENST00000391701	NM_024762.3
ENST00000354470	NM_138763.3
ENST00000301729	NM_001919.3
ENST00000562238	NM_001178029.1
ENST00000526683	NM_001271098.1
ENST00000526683	NM_078480.2
ENST00000229794	NM_139012.2
ENST00000229794	NM_139014.2
ENST00000293288	NM_004324.3
ENST00000215742	NM_030573.2
ENST00000318792	NM_207444.2
ENST00000371384	NM_080821.2
ENST00000379375	NM_001955.4
ENST00000379375	NM_001168319.1
ENST00000547312	NM_001278463.1
ENST00000318578	NM_207445.2
ENST00000278780	NM_021220.2
ENST00000405409	NM_014309.2
ENST00000405409	NM_001031695.2
ENST00000405409	NM_001082577.1
ENST00000405409	NM_001082576.1
ENST00000399133	NM_001008695.1
ENST00000299367	NM_000063.4
ENST00000453551	NM_001136033.2
ENST00000313352	NM_001271100.1
ENST00000456095	NM_001271099.1
ENST00000378302	NM_018191.3
ENST00000305476	NM_017789.4
ENST00000442278	NM_001145903.1
ENST00000349157	NM_014281.4
ENST00000349157	NM_001271096.1
ENST00000381000	NM_001278465.1
ENST00000396275	NM_054031.3
ENST00000527197	NM_001271097.1
ENST00000283752	NM_006919.2
ENST00000322067	NM_006085.4
ENST00000322067	NM_001286151.1
ENST00000442832	NM_001204818.1
ENST00000414869	NM_001286150.1
ENST00000308979	NM_003263.3
ENST00000544404	NM_001286149.1
ENST00000418949	NM_001282459.1
ENST00000282026	NM_138450.5
ENST00000314254	NM_054032.3
ENST00000299492	NM_003621.3
ENST00000336133	NM_033082.3
ENST00000436693	NM_006068.4
ENST00000377710	NM_052865.2
ENST00000482060	NM_001282458.1
ENST00000431884	NM_001163121.1
ENST00000265537	NM_015340.3
ENST00000414834	NM_001278466.1
ENST00000528883	NM_001256568.1
ENST00000220812	NM_014420.2
ENST00000379086	NM_001142598.1
ENST00000261681	NM_022474.3
ENST00000432901	NM_001164811.1
ENST00000530181	NM_001256569.1
ENST00000293273	NM_145654.3
ENST00000555925	NM_001256550.1
ENST00000166534	NM_001142599.1
ENST00000278222	NM_006512.3
ENST00000375946	NM_001172303.1
ENST00000375946	NM_032844.3
ENST00000394529	NM_001163130.1
ENST00000540052	NM_021946.4
ENST00000378284	NM_001278636.1
ENST00000360568	NM_001017974.1
ENST00000438146	NM_001082578.1
ENST00000438146	NM_001082579.1
ENST00000309352	NM_032478.3
ENST00000333128	NM_139250.1
ENST00000324685	NM_014771.3
ENST00000324685	NM_001207033.1
ENST00000324685	NM_001286572.1
ENST00000227322	NM_003904.3
ENST00000382968	NM_194439.4
ENST00000382968	NM_001131034.3
ENST00000435989	NM_001144989.1
ENST00000342386	NM_001172304.1
ENST00000242827	NM_032565.4
ENST00000371234	NM_021080.3
ENST00000419453	NM_001163122.1
ENST00000553612	NM_015859.3
ENST00000553612	NM_001278940.1
ENST00000328435	NM_001327.2
ENST00000264689	NM_018359.3
ENST00000357890	NM_001207034.1
ENST00000434192	NM_201595.2
ENST00000528446	NM_001099667.1
ENST00000333673	NM_001193318.2
ENST00000379104	NM_004199.2
ENST00000591402	NM_001163124.1
ENST00000436886	NM_178831.6
ENST00000379100	NM_001017973.1
ENST00000285397	NM_145025.4
ENST00000425909	NM_001163120.1
ENST00000260356	NM_003246.2
ENST00000414546	NM_001127380.2
ENST00000247306	NM_020994.3
ENST00000298694	NM_001278529.1
ENST00000298694	NM_018071.4
ENST00000298694	NM_001278530.1
ENST00000317271	NM_024070.3
ENST00000358869	NM_138389.2
ENST00000374278	NM_032513.3
ENST00000256733	NM_030754.4
ENST00000415087	NM_001242648.1
ENST00000415087	NM_030948.2
ENST00000424296	NM_001145128.2
ENST00000378638	NM_033489.1
ENST00000372189	NM_005312.2
ENST00000374276	NM_001004434.1
ENST00000296043	NM_020859.3
ENST00000435364	NM_020536.4
ENST00000394528	NM_001034836.1
ENST00000582707	NM_001037334.1
ENST00000332397	NM_001004351.4
ENST00000394527	NM_001163125.1
ENST00000369585	NM_172377.3
ENST00000372190	NM_198679.1
ENST00000550746	NM_022771.4
ENST00000550746	NM_001146213.1
ENST00000350221	NM_152597.4
ENST00000349314	NM_145640.2
ENST00000417353	NM_001114171.1
ENST00000404249	NM_024011.2
ENST00000404249	NM_033486.1
ENST00000607628	NM_018403.5
ENST00000299092	NM_001271854.1
ENST00000401443	NM_001159554.1
ENST00000261601	NM_005151.3
ENST00000353609	NM_006732.2
ENST00000357760	NM_033492.1
ENST00000358779	NM_033529.2
ENST00000358779	NM_033493.1
ENST00000358779	NM_033488.1
ENST00000431474	NM_005485.4
ENST00000431474	NM_001003931.2
ENST00000561100	NM_007223.2
ENST00000299213	NM_018357.2
ENST00000299213	NM_001286679.1
ENST00000225394	NM_014030.3
ENST00000450892	NM_153700.2
ENST00000371226	NM_145243.3
ENST00000543580	NM_001271855.1
ENST00000507386	NM_001270934.1
ENST00000319106	NM_001146214.1
ENST00000336296	NM_005446.3
ENST00000555447	NM_001256430.1
ENST00000344870	NM_197958.1
ENST00000394818	NM_001040694.1
ENST00000311085	NM_005509.4
ENST00000272452	NM_006588.2
ENST00000547609	NM_000247.1
ENST00000374272	NM_032588.3
ENST00000242104	NM_001097622.1
ENST00000378495	NM_006377.3
ENST00000278849	NM_020238.2
ENST00000265272	NM_014790.4
ENST00000265272	NM_001270941.1
ENST00000239231	NM_024594.3
ENST00000267540	NM_033104.3
ENST00000333010	NM_001282282.1
ENST00000361710	NM_145642.2
ENST00000397287	NM_145641.2
ENST00000371225	NM_002353.2
ENST00000357028	NM_001253881.1
ENST00000331825	NM_000146.3
ENST00000409852	NM_024409.2
ENST00000369575	NM_080612.2
ENST00000369575	NM_001081573.1
ENST00000288078	NM_145059.2
ENST00000374271	NM_001243533.1
ENST00000374271	NM_001243532.1
ENST00000374271	NM_152835.4
ENST00000356388	NM_181784.2
ENST00000394869	NM_001085454.1
ENST00000270570	NM_018242.2
ENST00000292035	NM_004269.3
ENST00000443619	NM_001128210.1
ENST00000474263	NM_001253882.1
ENST00000160262	NM_002162.3
ENST00000369568	NM_001282283.1
ENST00000318561	NM_001172410.1
ENST00000318561	NM_001172357.1
ENST00000318561	NM_003018.3
ENST00000339656	NM_032828.3
ENST00000339656	NM_001204817.1
ENST00000374268	NM_024869.2
ENST00000261667	NM_002267.3
ENST00000320031	NM_002204.2
ENST00000320031	NM_005501.2
ENST00000397752	NM_000245.2
ENST00000397752	NM_001127500.1
ENST00000369905	NM_005736.3
ENST00000341068	NM_022662.3
ENST00000374266	NM_015871.4
ENST00000356524	NM_199161.3
ENST00000302637	NM_018060.3
ENST00000340208	NM_001193347.1
ENST00000457222	NM_001077697.2
ENST00000467460	NM_001256751.1
ENST00000467460	NM_016559.2
ENST00000337836	NM_000065.3
ENST00000263962	NM_001256750.1
ENST00000424173	NM_001131005.2
ENST00000312026	NM_152475.2
ENST00000263413	NM_001115131.2
ENST00000485199	NM_001256752.1
ENST00000523821	NM_001286643.1
ENST00000532858	NM_001178006.1
ENST00000231706	NM_020949.2
ENST00000405158	NM_000331.4
ENST00000397086	NM_006711.3
ENST00000389394	NM_001370.1
ENST00000361226	NM_014806.2
ENST00000393229	NM_032536.2
ENST00000320225	NM_080594.2
ENST00000468741	NM_001256756.1
ENST00000455600	NM_001135999.1
ENST00000287025	NM_015942.3
ENST00000335524	NM_178553.3
ENST00000566458	NM_001286626.1
ENST00000361840	NM_020456.2
ENST00000437473	NM_001193350.1
ENST00000437473	NM_002397.4
ENST00000476138	NM_001256754.1
ENST00000472487	NM_001085487.2
ENST00000378195	NM_001127482.1
ENST00000306238	NM_006552.1
ENST00000265689	NM_001277.2
ENST00000334306	NM_001029870.1
ENST00000565678	NM_001286625.1
ENST00000392935	NM_001135694.2
ENST00000392935	NM_005662.6
ENST00000356135	NM_212469.1
ENST00000173229	NM_004822.2
ENST00000368984	NM_002775.4
ENST00000590842	NM_001271953.1
ENST00000590842	NM_001271951.1
ENST00000372808	NM_018960.4
ENST00000244930	NM_002407.2
ENST00000331204	NM_005782.3
ENST00000296096	NM_175769.2
ENST00000378850	NM_001114357.1
ENST00000476941	NM_001251845.1
ENST00000334295	NM_001271949.1
ENST00000334295	NM_015476.3
ENST00000334295	NM_001271950.1
ENST00000244926	NM_006551.3
ENST00000245923	NM_005619.4
ENST00000273482	NM_003304.4
ENST00000399742	NM_001164310.1
ENST00000399742	NM_001099951.2
ENST00000394934	NM_001042466.1
ENST00000394934	NM_001042465.1
ENST00000394934	NM_002778.2
ENST00000590247	NM_004708.3
ENST00000447837	NM_001287239.1
ENST00000371222	NM_002228.3
ENST00000216442	NM_015994.3
ENST00000430715	NM_206901.2
ENST00000589049	NM_001271954.1
ENST00000589049	NM_001271952.1
ENST00000398019	NM_003784.3
ENST00000472994	NM_001256753.1
ENST00000336429	NM_001040147.2
ENST00000344680	NM_206900.2
ENST00000464614	NM_001256755.1
ENST00000540675	NM_001261831.1
ENST00000168216	NM_001037811.2
ENST00000168216	NM_004493.2
ENST00000539796	NM_001193348.1
ENST00000306357	NM_004853.2
ENST00000546027	NM_001261830.1
ENST00000404685	NM_145660.1
ENST00000378182	NM_213590.1
ENST00000378182	NM_001007278.1
ENST00000378182	NM_052811.2
ENST00000378182	NM_005798.3
ENST00000540988	NM_001253750.1
ENST00000396147	NM_133460.1
ENST00000243045	NM_014182.4
ENST00000405511	NM_030643.3
ENST00000327839	NM_172004.3
ENST00000409117	NM_001042702.3
ENST00000360473	NM_199464.2
ENST00000393526	NM_016490.4
ENST00000312942	NM_173605.1
ENST00000347343	NM_003600.2
ENST00000253693	NM_014296.2
ENST00000264893	NM_018243.2
ENST00000544974	NM_001284357.1
ENST00000356271	NM_001267797.1
ENST00000312783	NM_198436.1
ENST00000227918	NM_002411.2
ENST00000316881	NM_005082.4
ENST00000393540	NM_001145411.1
ENST00000395915	NM_198437.1
ENST00000395915	NM_198435.1
ENST00000525621	NM_003331.4
ENST00000394128	NM_014815.3
ENST00000228434	NM_001781.2
ENST00000307588	NM_152775.3
ENST00000262053	NM_005171.4
ENST00000394127	NM_001079518.1
ENST00000430124	NM_001040109.1
ENST00000430124	NM_002418.2
ENST00000430124	NM_001184698.1
ENST00000442628	NM_178564.3
ENST00000373119	NM_019117.4
ENST00000295992	NM_013363.3
ENST00000358585	NM_206998.1
ENST00000261600	NM_005131.2
ENST00000373114	NM_057162.2
ENST00000336395	NM_006285.2
ENST00000264716	NM_005253.3
ENST00000322241	NM_080865.3
ENST00000395909	NM_198433.1
ENST00000395914	NM_198434.1
ENST00000382932	NM_004173.2
ENST00000244728	NM_030820.3
ENST00000323798	NM_002103.4
ENST00000327896	NM_001122646.2
ENST00000358502	NM_030882.2
ENST00000381938	NM_024943.1
ENST00000263276	NM_001161587.1
ENST00000249066	NM_145637.1
ENST00000228641	NM_002469.2
ENST00000299498	NM_016229.3
ENST00000317269	NM_032364.5
ENST00000389757	NM_001005476.1
ENST00000299502	NM_002575.2
ENST00000412531	NM_001077665.2
ENST00000309863	NM_181453.3
ENST00000389759	NM_003628.3
ENST00000291568	NM_000100.3
ENST00000457692	NM_001143818.1
ENST00000262525	NM_001080417.1
ENST00000415229	NM_001083926.1
ENST00000458892	NR_003691.1
ENST00000495645	NM_001284295.1
ENST00000260382	NM_001199017.1
ENST00000260382	NM_017691.3
ENST00000335997	NM_001127197.1
ENST00000424785	NM_001135212.1
ENST00000424785	NM_181342.2
ENST00000301776	NM_025080.3
ENST00000035307	NM_019015.1
ENST00000228644	NM_005593.2
ENST00000308167	NM_001421.3
ENST00000519560	NM_003062.3
ENST00000519560	NM_001271946.1
ENST00000304363	NM_017635.3
ENST00000281928	NM_015335.4
ENST00000371218	NM_001113411.1
ENST00000238508	NM_005024.1
ENST00000380317	NM_001286526.1
ENST00000325974	NM_015622.5
ENST00000303721	NM_018291.3
ENST00000401547	NM_016028.4
ENST00000400393	NM_198989.2
ENST00000282308	NM_005773.2
ENST00000319129	NM_001080542.1
ENST00000310574	NM_021095.2
ENST00000215115	NM_004765.2
ENST00000371212	NM_001244714.1
ENST00000443425	NM_001199018.1
ENST00000380956	NM_001195286.1
ENST00000380956	NM_002460.3
ENST00000502553	NM_001258437.1
ENST00000320717	NM_014905.4
ENST00000339777	NM_152759.4
ENST00000371210	NM_001278224.1
ENST00000314391	NM_152474.4
ENST00000396219	NM_001080556.1
ENST00000338435	NM_001256310.1
ENST00000279804	NM_001142544.1
ENST00000279804	NM_001330.3
ENST00000451548	NM_001197242.1
ENST00000451548	NM_003308.3
ENST00000328457	NM_001005473.2
ENST00000265112	NM_152295.4
ENST00000425921	NM_001098519.1
ENST00000374253	NM_006314.2
ENST00000369550	NM_001363.3
ENST00000369550	NM_001142463.1
ENST00000355280	NM_001024937.3
ENST00000355280	NM_015716.4
ENST00000355280	NM_153827.4
ENST00000378487	NM_001025232.1
ENST00000259633	NM_001782.2
ENST00000306065	NM_032139.2
ENST00000377617	NM_002973.3
ENST00000352665	NM_145054.4
ENST00000358951	NM_012414.3
ENST00000322569	NM_002429.5
ENST00000378485	NM_001025233.1
ENST00000434111	NM_001128635.1
ENST00000304271	NM_022338.3
ENST00000451287	NM_001080401.1
ENST00000301732	NM_001089.2
ENST00000421587	NM_001126055.2
ENST00000455217	NM_001258438.1
ENST00000409200	NM_001272101.1
ENST00000261425	NM_001007075.2
ENST00000263791	NM_001013703.2
ENST00000397833	NM_001178097.2
ENST00000397833	NM_001037671.3
ENST00000377671	NM_003434.4
ENST00000377671	NM_001282995.1
ENST00000377671	NM_001083330.2
ENST00000508137	NM_001171654.1
ENST00000407464	NM_015094.2
ENST00000392723	NM_207171.2
ENST00000316358	NM_001283008.1
ENST00000316358	NM_001282999.1
ENST00000316358	NM_001282998.1
ENST00000316358	NM_001283001.1
ENST00000316358	NM_001283000.1
ENST00000504108	NM_015990.4
ENST00000347992	NM_170663.4
ENST00000315366	NM_024590.3
ENST00000264933	NM_001267556.1
ENST00000264933	NM_001267558.1
ENST00000264933	NM_013232.3
ENST00000259608	NM_014450.2
ENST00000341164	NM_025027.3
ENST00000396026	NM_001283002.1
ENST00000401790	NM_001282997.1
ENST00000224140	NM_015046.5
ENST00000261426	NM_199039.3
ENST00000398458	NM_182559.2
ENST00000378166	NM_003688.3
ENST00000402618	NM_001283004.1
ENST00000402618	NM_001283003.1
ENST00000538547	NM_001283005.1
ENST00000505221	NM_001267559.1
ENST00000336617	NM_024570.3
ENST00000538487	NM_000841.2
ENST00000538487	NM_001256811.1
ENST00000535822	NM_001283007.1
ENST00000535822	NM_001283006.1
ENST00000374177	NM_001256809.1
ENST00000442742	NM_001126054.2
ENST00000234453	NM_019091.3
ENST00000340650	NM_198586.2
ENST00000397278	NM_003661.3
ENST00000360947	NM_016423.2
ENST00000295830	NM_001099645.1
ENST00000344877	NM_001002248.1
ENST00000344877	NM_016476.10
ENST00000344877	NM_001002246.1
ENST00000262188	NM_001003801.1
ENST00000451119	NM_001102454.1
ENST00000422660	NM_001142279.2
ENST00000433039	NM_001128633.1
ENST00000497547	NM_003683.5
ENST00000392811	NM_003078.3
ENST00000344636	NM_001004330.2
ENST00000421093	NM_001101672.1
ENST00000542499	NM_001166598.1
ENST00000542499	NM_052968.4
ENST00000319136	NM_145343.2
ENST00000517309	NM_014754.1
ENST00000310836	NM_001128174.1
ENST00000571024	NM_001002247.1
ENST00000571024	NM_001002245.1
ENST00000454689	NM_198185.3
ENST00000394511	NM_003360.3
ENST00000306270	NM_015525.2
ENST00000334270	NM_001205296.1
ENST00000334270	NM_007344.3
ENST00000342192	NM_003347.3
ENST00000322475	NM_001242312.1
ENST00000278282	NM_003357.4
ENST00000280057	NM_145019.3
ENST00000609222	NM_001256813.1
ENST00000458578	NM_001256355.1
ENST00000357385	NM_001002244.1
ENST00000294304	NM_002335.2
ENST00000396879	NM_001282309.1
ENST00000357780	NM_000482.3
ENST00000545681	NM_001256356.1
ENST00000544773	NM_001256812.1
ENST00000381761	NM_001282310.1
ENST00000426546	NM_001195201.1
ENST00000426546	NM_174923.2
ENST00000426546	NM_001195200.1
ENST00000426546	NM_001195217.1
ENST00000455714	NM_001256814.1
ENST00000609278	NM_001282847.1
ENST00000355852	NM_033008.2
ENST00000422706	NM_001136540.1
ENST00000426053	NM_001136541.1
ENST00000392376	NM_001002249.1
ENST00000342228	NM_006749.4
ENST00000343036	NM_207417.1
ENST00000378142	NM_001097579.1
ENST00000378142	NM_005300.3
ENST00000400256	NM_130386.2
ENST00000273009	NM_001257281.1
ENST00000520262	NM_001257180.1
ENST00000271715	NM_015100.3
ENST00000271715	NM_001194937.1
ENST00000393216	NM_001282957.1
ENST00000520179	NM_001257181.1
ENST00000356800	NM_001003802.1
ENST00000371208	NM_015888.4
ENST00000409401	NM_001257282.1
ENST00000304611	NM_000287.3
ENST00000227667	NM_000040.1
ENST00000245932	NM_003370.3
ENST00000368863	NM_145796.3
ENST00000521255	NM_001101320.1
ENST00000272610	NM_199336.1
ENST00000461554	NM_001174100.1
ENST00000355439	NM_001199787.1
ENST00000415827	NM_001991.3
ENST00000264363	NM_022569.1
ENST00000302548	NM_080817.4
ENST00000340634	NM_198504.2
ENST00000246421	NM_182838.2
ENST00000280020	NM_020776.1
ENST00000263610	NM_020064.3
ENST00000484633	NM_020418.3
ENST00000222005	NM_007065.3
ENST00000295822	NM_020390.5
ENST00000354127	NM_054020.2
ENST00000354127	NM_172095.1
ENST00000257247	NM_024060.3
ENST00000196371	NM_000436.3
ENST00000309983	NM_000367.2
ENST00000397066	NM_001761.2
ENST00000329434	NM_153444.1
ENST00000276127	NM_033048.5
ENST00000408945	NM_001123366.1
ENST00000373111	NM_001184771.1
ENST00000366918	NM_001286128.1
ENST00000328375	NM_153445.1
ENST00000322099	NM_033010.2
ENST00000378024	NM_001620.2
ENST00000309838	NM_001004461.1
ENST00000360759	NM_001003745.1
